time,x,y,v
1.41,-2.12,183.76,75.24
1.43,-2.87,183.00,64.49
1.44,-3.62,182.23,64.63
1.46,-4.38,181.46,75.60
1.48,-5.13,180.69,64.99
1.50,-5.89,179.91,65.06
1.51,-6.64,179.13,76.24
1.53,-7.40,178.35,76.17
1.55,-8.15,177.56,65.57
1.56,-8.91,176.77,76.47
1.58,-9.65,175.98,76.54
1.60,-10.41,175.18,65.66
1.61,-11.15,174.38,65.87
1.63,-11.90,173.58,76.78
1.65,-12.65,172.77,66.03
1.67,-13.40,171.96,66.11
1.68,-14.14,171.15,77.31
1.70,-14.88,170.33,77.39
1.72,-15.62,169.51,66.57
1.73,-16.36,168.68,77.75
1.75,-17.10,167.85,77.88
1.77,-17.84,167.02,66.74
1.78,-18.59,166.20,66.74
1.80,-19.36,165.39,77.89
1.82,-20.15,164.61,66.65
1.84,-20.97,163.86,66.58
1.85,-21.82,163.14,77.55
1.87,-22.69,162.47,77.52
1.89,-23.59,161.82,66.16
1.90,-24.51,161.21,77.09
1.92,-25.46,160.64,76.95
1.94,-26.42,160.12,65.74
1.95,-27.40,159.63,65.54
1.97,-28.40,159.18,76.33
1.99,-29.41,158.78,65.25
2.01,-30.44,158.43,64.92
2.02,-31.48,158.12,75.94
2.04,-32.53,157.85,75.89
2.06,-33.57,157.63,65.11
2.07,-34.64,157.40,75.92
2.09,-35.70,157.18,76.21
2.11,-36.77,156.96,65.22
2.12,-37.83,156.74,65.45
2.14,-38.90,156.52,76.29
2.16,-39.96,156.27,65.52
2.18,-41.03,155.99,65.51
2.19,-42.07,155.67,76.39
2.21,-43.10,155.32,76.11
2.23,-44.12,154.93,65.17
2.24,-45.12,154.50,75.80
2.26,-46.09,154.03,75.67
2.28,-47.05,153.53,64.53
2.29,-47.98,152.99,64.53
2.31,-48.89,152.41,74.99
2.33,-49.76,151.80,64.10
2.35,-50.62,151.15,63.91
2.36,-51.43,150.46,74.52
2.38,-52.22,149.75,74.24
2.40,-52.97,149.00,63.44
2.41,-53.69,148.22,73.79
2.43,-54.37,147.42,73.61
2.45,-55.01,146.59,62.78
2.46,-55.61,145.73,62.74
2.48,-56.17,144.85,72.94
2.50,-56.69,143.95,62.23
2.52,-57.17,143.02,62.12
2.53,-57.60,142.08,72.22
2.55,-57.99,141.13,71.96
2.57,-58.34,140.16,61.51
2.58,-58.64,139.18,71.69
2.60,-58.89,138.19,71.45
2.62,-59.10,137.19,61.08
2.63,-59.26,136.18,61.10
2.65,-59.38,135.18,71.14
2.67,-59.45,134.17,60.90
2.69,-59.53,133.15,60.86
2.70,-59.61,132.14,71.79
2.72,-59.66,131.12,71.57
2.74,-59.74,130.12,61.83
2.75,-59.81,129.07,71.46
2.77,-59.87,128.07,71.94
2.79,-59.94,127.02,61.02
2.80,-60.00,126.03,61.52
2.82,-60.06,124.98,71.24
2.84,-60.13,123.97,62.02
2.86,-60.20,122.92,61.62
2.87,-60.26,121.91,72.75
2.89,-60.33,120.85,72.45
2.91,-60.39,119.84,62.93
2.92,-60.46,118.78,72.75
2.94,-60.53,117.76,73.35
2.96,-60.60,116.69,62.33
2.97,-60.66,115.67,62.83
2.99,-60.73,114.60,72.74
3.01,-60.80,113.58,63.13
3.03,-60.87,112.51,62.73
3.04,-60.93,111.48,74.15
3.06,-61.00,110.40,73.84
3.08,-61.07,109.37,64.03
3.09,-61.14,108.29,74.06
3.11,-61.20,107.25,74.65
3.13,-61.27,106.17,63.53
3.14,-61.34,105.13,64.04
3.16,-61.41,104.04,74.29
3.18,-61.48,102.99,64.30
3.20,-61.55,101.90,64.10
3.21,-61.64,100.85,75.11
3.23,-61.75,99.77,74.82
3.25,-61.91,98.71,64.49
3.26,-62.10,97.65,75.01
3.28,-62.32,96.61,74.89
3.30,-62.59,95.57,63.93
3.31,-62.91,94.55,64.01
3.33,-63.26,93.55,74.10
3.35,-63.66,92.57,63.33
3.37,-64.09,91.59,63.23
3.38,-64.56,90.66,73.67
3.40,-65.07,89.73,73.41
3.42,-65.61,88.83,62.95
3.43,-66.20,87.96,73.17
3.45,-66.82,87.12,73.07
3.47,-67.47,86.31,62.38
3.48,-68.16,85.53,62.21
3.50,-68.89,84.79,72.52
3.52,-69.64,84.08,62.11
3.54,-70.41,83.40,62.15
3.55,-71.19,82.72,72.70
3.57,-71.98,82.04,72.86
3.59,-72.78,81.37,62.66
3.60,-73.58,80.70,73.11
3.62,-74.38,80.03,73.17
3.64,-75.18,79.35,62.82
3.65,-75.98,78.68,62.96
3.67,-76.78,78.00,73.64
3.69,-77.59,77.33,63.34
3.71,-78.40,76.65,63.43
3.72,-79.22,75.98,74.22
3.74,-80.03,75.30,74.25
3.76,-80.85,74.63,63.80
3.77,-81.67,73.95,74.44
3.79,-82.50,73.29,74.59
3.81,-83.33,72.61,63.97
3.82,-84.16,71.95,64.11
3.84,-85.00,71.28,74.78
3.86,-85.84,70.62,64.40
3.88,-86.68,69.95,64.35
3.89,-87.53,69.30,75.35
3.91,-88.38,68.63,75.39
3.93,-89.23,67.98,64.83
3.94,-90.09,67.32,75.72
3.96,-90.95,66.67,75.94
3.98,-91.81,66.01,65.14
3.99,-92.68,65.36,65.22
4.01,-93.55,64.70,76.31
4.03,-94.43,64.06,65.53
4.05,-95.30,63.41,65.57
4.06,-96.19,62.77,76.61
4.08,-97.07,62.12,76.71
4.10,-97.96,61.48,65.83
4.11,-98.85,60.84,77.03
4.13,-99.74,60.20,77.05
4.15,-100.64,59.56,66.20
4.16,-101.55,58.93,66.36
4.18,-102.45,58.30,77.50
4.20,-103.36,57.67,66.52
4.22,-104.27,57.03,66.63
4.23,-105.19,56.41,77.75
4.25,-106.11,55.78,77.88
4.27,-107.03,55.16,66.87
4.28,-107.95,54.54,78.13
4.30,-108.89,53.92,78.21
4.32,-109.82,53.30,67.26
4.33,-110.76,52.69,67.21
4.35,-111.69,52.07,78.78
4.37,-112.64,51.47,67.66
4.39,-113.58,50.86,67.75
4.40,-114.54,50.25,79.26
4.42,-115.49,49.64,79.32
4.44,-116.45,49.05,67.98
4.45,-117.41,48.44,79.40
4.47,-118.37,47.85,79.57
4.49,-119.34,47.25,68.17
4.50,-120.31,46.66,68.43
4.52,-121.29,46.07,79.70
4.54,-122.26,45.48,68.52
4.56,-123.25,44.89,68.50
4.57,-124.23,44.32,80.27
4.59,-125.22,43.73,80.25
4.61,-126.21,43.16,69.14
4.62,-127.21,42.58,80.54
4.64,-128.21,42.01,80.71
4.66,-129.21,41.43,69.23
4.67,-130.21,40.87,69.26
4.69,-131.22,40.30,80.88
4.71,-132.24,39.74,69.60
4.73,-133.25,39.18,69.67
4.74,-134.27,38.63,81.39
4.76,-135.29,38.07,81.47
4.78,-136.32,37.52,70.06
4.79,-137.35,36.97,70.14
4.81,-138.38,36.43,81.90
4.83,-139.42,35.88,70.31
4.85,-140.46,35.34,70.44
4.86,-141.50,34.80,82.20
4.88,-142.55,34.27,82.25
4.90,-143.60,33.74,70.58
4.91,-144.65,33.21,82.32
4.93,-145.69,32.66,82.34
4.95,-146.72,32.09,70.59
4.96,-147.73,31.49,70.52
4.98,-148.72,30.85,82.18
5.00,-149.68,30.17,70.38
5.02,-150.61,29.46,70.19
5.03,-151.51,28.71,81.90
5.05,-152.39,27.94,81.74
5.07,-153.22,27.13,69.89
5.08,-154.04,26.29,81.19
5.10,-154.81,25.43,81.08
5.12,-155.55,24.54,69.12
5.13,-156.24,23.62,68.96
5.15,-156.90,22.68,80.20
5.17,-157.52,21.71,68.60
5.19,-158.10,20.73,68.45
5.20,-158.63,19.72,79.60
5.22,-159.12,18.69,79.50
5.24,-159.57,17.65,67.92
5.25,-159.97,16.59,78.93
5.27,-160.33,15.52,78.72
5.29,-160.64,14.44,67.19
5.30,-160.90,13.35,66.96
5.32,-161.12,12.26,77.98
5.34,-161.29,11.16,66.58
5.36,-161.41,10.06,66.36
5.37,-161.49,8.95,77.23
5.39,-161.52,7.85,77.18
5.41,-161.50,6.76,65.95
5.42,-161.49,5.66,77.08
5.44,-161.43,4.56,77.24
5.46,-161.35,3.46,66.30
5.47,-161.23,2.36,66.34
5.49,-161.11,1.26,77.61
5.51,-161.00,0.16,66.63
5.53,-160.88,-0.94,66.70
5.54,-160.78,-2.05,78.14
5.56,-160.67,-3.16,78.20
5.58,-160.58,-4.27,67.14
5.59,-160.48,-5.39,78.45
5.61,-160.40,-6.50,78.64
5.63,-160.31,-7.62,67.37
5.64,-160.23,-8.74,67.57
5.66,-160.15,-9.87,78.97
5.68,-160.08,-10.99,67.83
5.70,-160.00,-12.12,67.81
5.71,-159.94,-13.25,79.42
5.73,-159.88,-14.38,79.40
5.75,-159.82,-15.51,68.29
5.76,-159.76,-16.65,79.58
5.78,-159.72,-17.78,79.77
5.80,-159.66,-18.93,68.35
5.81,-159.63,-20.06,68.55
5.83,-159.58,-21.21,79.83
5.85,-159.55,-22.35,68.74
5.87,-159.51,-23.50,68.75
5.88,-159.49,-24.64,80.05
5.90,-159.43,-25.79,80.06
5.92,-159.36,-26.94,68.63
5.93,-159.25,-28.07,80.07
5.95,-159.09,-29.21,79.90
5.97,-158.89,-30.33,68.68
5.98,-158.64,-31.45,68.39
6.00,-158.36,-32.55,79.86
6.02,-158.03,-33.65,68.15
6.04,-157.66,-34.71,68.11
6.05,-157.26,-35.78,79.09
6.07,-156.81,-36.81,78.98
6.09,-156.32,-37.83,67.33
6.10,-155.79,-38.82,78.34
6.12,-155.23,-39.78,78.15
6.14,-154.62,-40.72,66.83
6.15,-153.98,-41.63,66.69
6.17,-153.30,-42.51,77.54
6.19,-152.58,-43.36,66.33
6.21,-151.84,-44.17,66.15
6.22,-151.06,-44.95,76.81
6.24,-150.25,-45.70,76.69
6.26,-149.41,-46.40,65.47
6.27,-148.55,-47.07,75.94
6.29,-147.66,-47.69,75.74
6.31,-146.75,-48.28,64.81
6.32,-145.82,-48.82,64.74
6.34,-144.87,-49.32,75.54
6.36,-143.91,-49.83,64.87
6.38,-142.94,-50.30,65.02
6.39,-141.96,-50.76,75.82
6.41,-140.97,-51.20,75.92
6.43,-139.97,-51.63,65.20
6.44,-138.98,-52.07,76.21
6.46,-137.98,-52.50,76.25
6.48,-136.98,-52.94,65.60
6.49,-135.98,-53.38,65.68
6.51,-134.98,-53.82,76.74
6.53,-133.97,-54.26,65.94
6.55,-132.97,-54.71,66.02
6.56,-131.95,-55.12,77.15
6.58,-130.92,-55.52,77.05
6.60,-129.88,-55.88,66.11
6.61,-128.82,-56.20,76.60
6.63,-127.77,-56.48,76.61
6.65,-126.69,-56.71,65.32
6.66,-125.63,-56.90,65.27
6.68,-124.54,-57.06,75.83
6.70,-123.46,-57.17,65.00
6.72,-122.38,-57.23,64.81
6.73,-121.30,-57.25,75.29
6.75,-120.23,-57.22,75.11
6.77,-119.15,-57.14,64.21
6.78,-118.09,-57.02,74.76
6.80,-117.04,-56.85,74.46
6.82,-115.99,-56.64,63.59
6.83,-114.96,-56.38,63.61
6.85,-113.95,-56.08,74.03
6.87,-112.96,-55.74,63.45
6.89,-111.95,-55.40,63.44
6.90,-110.95,-55.06,74.74
6.92,-109.95,-54.69,74.46
6.94,-108.95,-54.36,64.15
6.95,-107.93,-53.98,74.49
6.97,-106.95,-53.64,74.90
6.99,-105.93,-53.28,63.54
7.00,-104.94,-52.93,64.08
7.02,-103.91,-52.56,74.52
7.04,-102.93,-52.21,64.56
7.06,-101.90,-51.85,64.21
7.07,-100.90,-51.49,75.88
7.09,-99.86,-51.12,75.56
7.11,-98.86,-50.77,65.47
7.12,-97.82,-50.40,75.81
7.14,-96.82,-50.05,76.26
7.16,-95.77,-49.67,64.90
7.17,-94.76,-49.32,65.47
7.19,-93.72,-48.95,75.87
7.21,-92.71,-48.59,65.66
7.23,-91.66,-48.21,65.44
7.24,-90.64,-47.86,77.24
7.26,-89.59,-47.48,76.79
7.28,-88.57,-47.12,66.45
7.29,-87.51,-46.74,77.23
7.31,-86.50,-46.38,77.61
7.33,-85.44,-46.01,66.15
7.34,-84.40,-45.66,66.54
7.36,-83.33,-45.33,77.32
7.38,-82.26,-45.05,66.40
7.40,-81.18,-44.79,66.17
7.41,-80.10,-44.58,77.17
7.43,-79.01,-44.41,76.87
7.45,-77.92,-44.29,65.86
7.46,-76.82,-44.21,76.45
7.48,-75.74,-44.17,76.33
7.50,-74.64,-44.17,65.06
7.51,-73.56,-44.22,65.02
7.53,-72.48,-44.31,75.52
7.55,-71.41,-44.45,64.54
7.57,-70.35,-44.64,64.40
7.58,-69.30,-44.87,74.86
7.60,-68.27,-45.14,74.72
7.62,-67.25,-45.46,63.78
7.63,-66.25,-45.82,74.33
7.65,-65.27,-46.23,74.12
7.67,-64.31,-46.67,63.30
7.68,-63.37,-47.16,63.24
7.70,-62.46,-47.68,73.61
7.72,-61.58,-48.24,62.97
7.74,-60.69,-48.81,62.95
7.75,-59.80,-49.36,74.16
7.77,-58.93,-49.96,73.91
7.79,-58.04,-50.51,63.88
7.80,-57.14,-51.11,73.84
7.82,-56.28,-51.68,74.28
7.84,-55.37,-52.28,63.04
7.85,-54.51,-52.84,63.63
7.87,-53.60,-53.44,73.70
7.89,-52.73,-54.01,64.07
7.91,-51.82,-54.61,63.71
7.92,-50.94,-55.18,75.28
7.94,-50.03,-55.78,74.92
7.96,-49.15,-56.36,64.98
7.97,-48.23,-56.96,75.33
7.99,-47.35,-57.54,75.86
8.01,-46.43,-58.15,64.49
8.02,-45.54,-58.73,65.01
8.04,-44.61,-59.33,75.33
8.06,-43.73,-59.92,65.21
8.08,-42.80,-60.52,64.82
8.09,-41.91,-61.11,76.47
8.11,-40.98,-61.72,76.16
8.13,-40.09,-62.31,66.01
8.14,-39.16,-62.92,76.41
8.16,-38.26,-63.51,76.94
8.18,-37.32,-64.12,65.51
8.19,-36.42,-64.71,66.10
8.21,-35.48,-65.32,76.41
8.23,-34.58,-65.92,66.15
8.25,-33.63,-66.54,65.93
8.26,-32.73,-67.13,77.80
8.28,-31.79,-67.75,77.36
8.30,-30.87,-68.35,67.18
8.31,-29.92,-68.97,77.88
8.33,-29.01,-69.57,78.30
8.35,-28.06,-70.19,66.59
8.36,-27.14,-70.79,67.09
8.38,-26.19,-71.42,77.72
8.40,-25.27,-72.02,67.32
8.42,-24.32,-72.65,66.95
8.43,-23.40,-73.25,79.10
8.45,-22.43,-73.88,78.74
8.47,-21.51,-74.49,68.34
8.48,-20.54,-75.12,79.02
8.50,-19.62,-75.73,79.60
8.52,-18.65,-76.36,67.59
8.53,-17.72,-76.97,68.17
8.55,-16.75,-77.61,79.13
8.57,-15.82,-78.22,68.45
8.59,-14.85,-78.86,68.09
8.60,-13.91,-79.48,80.38
8.62,-12.94,-80.11,80.02
8.64,-12.00,-80.73,69.20
8.65,-11.02,-81.37,80.32
8.67,-10.08,-81.99,80.82
8.69,-9.10,-82.63,68.76
8.70,-8.15,-83.25,69.20
8.72,-7.17,-83.90,80.30
8.74,-6.22,-84.52,69.45
8.76,-5.24,-85.16,69.12
8.77,-4.29,-85.79,81.46
8.79,-3.30,-86.44,81.24
8.81,-2.34,-87.06,70.28
8.82,-1.35,-87.71,81.41
8.84,-0.39,-88.34,81.88
8.86,0.60,-88.99,69.76
8.87,1.56,-89.62,70.20
8.89,2.55,-90.28,81.43
8.91,3.52,-90.91,70.39
8.93,4.52,-91.56,70.20
8.94,5.48,-92.20,82.60
8.96,6.48,-92.85,82.24
8.98,7.46,-93.49,71.14
8.99,8.46,-94.15,82.63
9.01,9.43,-94.78,82.88
9.03,10.43,-95.44,70.70
9.04,11.41,-96.08,71.13
9.06,12.42,-96.72,82.67
9.08,13.44,-97.31,71.11
9.10,14.49,-97.89,70.95
9.11,15.54,-98.42,82.83
9.13,16.61,-98.93,82.54
9.15,17.70,-99.38,70.76
9.16,18.81,-99.79,82.38
9.18,19.92,-100.16,82.32
9.20,21.05,-100.48,70.29
9.21,22.19,-100.76,70.27
9.23,23.34,-100.99,81.62
9.25,24.49,-101.17,69.75
9.27,25.65,-101.31,69.52
9.28,26.80,-101.41,80.89
9.30,27.96,-101.45,80.75
9.32,29.11,-101.45,69.14
9.33,30.26,-101.41,80.25
9.35,31.41,-101.31,80.18
9.37,32.55,-101.18,68.52
9.38,33.67,-100.99,68.34
9.40,34.79,-100.76,79.44
9.42,35.89,-100.48,68.00
9.44,36.98,-100.16,67.80
9.45,38.05,-99.80,78.90
9.47,39.10,-99.39,78.68
9.49,40.13,-98.94,67.27
9.50,41.14,-98.45,78.24
9.52,42.12,-97.92,78.05
9.54,43.08,-97.35,66.64
9.55,44.01,-96.74,66.54
9.57,44.91,-96.10,77.39
9.59,45.78,-95.42,66.29
9.61,46.65,-94.74,66.38
9.62,47.50,-94.04,77.59
9.64,48.35,-93.32,77.68
9.66,49.19,-92.59,66.77
9.67,50.03,-91.86,78.02
9.69,50.87,-91.13,78.16
9.71,51.70,-90.39,67.09
9.72,52.54,-89.65,67.22
9.74,53.38,-88.90,78.62
9.76,54.22,-88.16,67.49
9.78,55.05,-87.40,67.48
9.79,55.89,-86.65,78.93
9.81,56.72,-85.89,79.07
9.83,57.55,-85.13,67.86
9.84,58.38,-84.36,79.28
9.86,59.22,-83.59,79.37
9.88,60.04,-82.81,68.04
9.89,60.89,-82.06,68.00
9.91,61.75,-81.32,79.32
9.93,62.63,-80.61,67.97
9.95,63.54,-79.93,67.82
9.96,64.48,-79.30,79.33
9.98,65.44,-78.70,79.06
10.00,66.41,-78.14,67.76
10.01,67.42,-77.61,78.65
10.03,68.42,-77.13,78.55
10.05,69.46,-76.68,66.88
10.06,70.50,-76.29,78.05
10.08,71.55,-75.93,77.72
10.10,72.62,-75.62,66.54
10.11,73.70,-75.35,66.42
10.13,74.78,-75.14,77.12
10.15,75.87,-74.97,65.86
10.17,76.96,-74.84,65.76
10.18,78.05,-74.77,76.37
10.20,79.15,-74.74,76.25
10.22,80.24,-74.75,65.21
10.23,81.32,-74.82,75.62
10.25,82.40,-74.93,75.49
10.27,83.47,-75.08,64.48
10.28,84.52,-75.29,64.34
10.30,85.57,-75.53,74.75
10.32,86.59,-75.83,63.90
10.34,87.61,-76.16,63.73
10.35,88.60,-76.54,74.04
10.37,89.57,-76.96,73.73
10.39,90.52,-77.43,63.02
10.40,91.44,-77.93,73.42
10.42,92.33,-78.47,73.39
10.44,93.23,-79.01,63.02
10.45,94.11,-79.58,63.16
10.47,94.98,-80.18,73.82
10.49,95.83,-80.81,63.41
10.51,96.66,-81.46,63.56
10.52,97.51,-82.09,74.10
10.54,98.35,-82.73,74.28
10.56,99.21,-83.37,63.82
10.57,100.05,-84.01,74.54
10.59,100.91,-84.65,74.60
10.61,101.76,-85.30,64.12
10.62,102.61,-85.94,64.18
10.64,103.47,-86.59,75.04
10.66,104.32,-87.23,64.54
10.68,105.18,-87.88,64.62
10.69,106.04,-88.53,75.66
10.71,106.90,-89.18,75.72
10.73,107.77,-89.83,65.00
10.74,108.63,-90.49,76.06
10.76,109.49,-91.15,76.04
10.78,110.35,-91.81,65.34
10.79,111.22,-92.47,65.48
10.81,112.08,-93.13,76.60
10.83,112.95,-93.80,65.73
10.85,113.82,-94.47,65.85
10.86,114.69,-95.14,76.92
10.88,115.55,-95.82,76.98
10.90,116.41,-96.50,66.11
10.91,117.27,-97.19,77.20
10.93,118.14,-97.87,77.39
10.95,119.00,-98.57,66.42
10.96,119.86,-99.26,66.46
10.98,120.72,-99.97,77.67
11.00,121.58,-100.67,66.76
11.02,122.43,-101.38,66.82
11.03,123.29,-102.09,78.01
11.05,124.14,-102.81,78.22
11.07,125.00,-103.53,67.12
11.08,125.85,-104.25,78.52
11.10,126.71,-104.98,78.57
11.12,127.56,-105.71,67.56
11.13,128.41,-106.45,67.54
11.15,129.26,-107.19,79.01
11.17,130.11,-107.93,67.80
11.19,130.95,-108.68,67.87
11.20,131.80,-109.43,79.39
11.22,132.64,-110.19,79.45
11.24,133.49,-110.94,68.24
11.25,134.33,-111.71,79.71
11.27,135.17,-112.47,79.76
11.29,136.01,-113.25,68.43
11.30,136.85,-114.02,68.56
11.32,137.68,-114.80,80.16
11.34,138.52,-115.58,68.90
11.36,139.35,-116.37,68.98
11.37,140.19,-117.16,80.47
11.39,141.02,-117.96,80.52
11.41,141.87,-118.73,68.94
11.42,142.73,-119.49,80.27
11.44,143.62,-120.22,80.31
11.46,144.53,-120.92,68.75
11.47,145.47,-121.57,68.65
11.49,146.44,-122.19,79.89
11.51,147.42,-122.77,68.44
11.53,148.42,-123.32,68.15
11.54,149.44,-123.82,79.40
11.56,150.48,-124.29,79.28
11.58,151.52,-124.71,67.75
11.59,152.59,-125.08,78.85
11.61,153.67,-125.41,78.80
11.63,154.75,-125.70,67.26
11.64,155.85,-125.94,67.11
11.66,156.95,-126.13,77.95
11.68,158.05,-126.28,66.53
11.70,159.16,-126.38,66.38
11.71,160.26,-126.43,77.15
11.73,161.37,-126.43,76.88
11.75,162.47,-126.39,65.83
11.76,163.56,-126.30,76.38
11.78,164.64,-126.17,76.21
11.80,165.72,-125.98,65.12
11.81,166.78,-125.76,64.97
11.83,167.83,-125.49,75.36
11.85,168.86,-125.17,64.36
11.87,169.87,-124.81,64.20
11.88,170.86,-124.41,74.55
11.90,171.83,-123.97,74.35
11.92,172.78,-123.48,63.48
11.93,173.70,-122.96,73.80
11.95,174.59,-122.40,73.67
11.97,175.45,-121.80,63.05
11.98,176.31,-121.20,63.09
12.00,177.15,-120.56,73.69
12.02,177.96,-119.89,63.33
12.04,178.75,-119.19,63.38
12.05,179.53,-118.48,73.94
12.07,180.29,-117.74,74.00
12.09,181.05,-117.00,63.60
12.10,181.81,-116.27,74.30
12.12,182.58,-115.54,74.33
12.14,183.38,-114.83,63.94
12.15,184.20,-114.15,63.86
12.17,185.05,-113.51,74.33
12.19,185.92,-112.89,63.54
12.21,186.80,-112.31,63.50
12.22,187.71,-111.77,73.69
12.24,188.64,-111.28,73.66
12.26,189.59,-110.81,62.94
12.27,190.55,-110.40,73.25
12.29,191.53,-110.02,73.03
12.31,192.52,-109.69,62.55
12.32,193.52,-109.40,62.43
12.34,194.53,-109.16,72.53
12.36,195.55,-108.96,62.08
12.38,196.58,-108.82,62.07
12.39,197.60,-108.70,72.59
12.41,198.63,-108.58,72.67
12.43,199.66,-108.46,62.58
12.44,200.70,-108.35,73.15
12.46,201.74,-108.23,73.26
12.48,202.78,-108.12,62.77
12.49,203.82,-108.00,62.89
12.51,204.86,-107.87,73.20
12.53,205.89,-107.71,62.81
12.55,206.93,-107.51,62.73
12.56,207.94,-107.27,73.12
12.58,208.96,-107.00,72.84
12.60,209.95,-106.68,62.50
12.61,210.93,-106.33,72.61
12.63,211.88,-105.93,72.55
12.65,212.83,-105.50,61.95
12.66,213.75,-105.03,61.99
12.68,214.65,-104.52,71.96
12.70,215.51,-103.97,61.52
12.72,216.36,-103.38,61.37
12.73,217.17,-102.76,71.52
12.75,217.95,-102.10,71.31
12.77,218.70,-101.41,60.99
12.78,219.42,-100.69,71.06
12.80,220.09,-99.93,70.88
12.82,220.73,-99.15,60.56
12.83,221.34,-98.34,60.46
12.85,221.90,-97.51,70.40
12.87,222.42,-96.65,60.06
12.89,222.90,-95.77,59.95
12.90,223.34,-94.87,69.89
12.92,223.74,-93.96,69.71
12.94,224.08,-93.03,59.50
12.95,224.39,-92.08,69.26
12.97,224.65,-91.13,69.13
12.99,224.86,-90.17,58.97
13.00,225.03,-89.20,58.82
13.02,225.15,-88.23,68.40
13.04,225.22,-87.25,58.50
13.06,225.24,-86.28,58.53
13.07,225.23,-85.31,68.52
13.09,225.23,-84.33,68.63
13.11,225.20,-83.35,59.13
13.12,225.16,-82.36,68.94
13.14,225.13,-81.38,69.05
13.16,225.09,-80.39,59.14
13.17,225.06,-79.41,59.35
13.19,225.01,-78.42,69.26
13.21,224.97,-77.43,59.67
13.23,224.93,-76.43,59.77
13.24,224.88,-75.44,69.89
13.26,224.83,-74.44,69.90
13.28,224.78,-73.44,60.20
13.29,224.72,-72.44,70.23
13.31,224.66,-71.44,70.34
13.33,224.59,-70.43,60.43
13.34,224.53,-69.43,60.53
13.36,224.46,-68.42,70.66
13.38,224.39,-67.41,60.86
13.40,224.32,-66.40,60.97
13.41,224.25,-65.39,71.11
13.43,224.16,-64.37,71.22
13.45,224.08,-63.35,61.21
13.46,224.00,-62.34,71.65
13.48,223.91,-61.32,71.67
13.50,223.82,-60.30,61.76
13.51,223.73,-59.27,61.77
13.53,223.63,-58.25,72.23
13.55,223.53,-57.22,61.91
13.57,223.42,-56.20,62.12
13.58,223.32,-55.17,72.51
13.60,223.21,-54.14,72.71
13.62,223.10,-53.10,62.40
13.63,222.98,-52.07,72.98
13.65,222.87,-51.03,73.00
13.67,222.74,-50.00,62.74
13.68,222.62,-48.96,62.87
13.70,222.49,-47.92,73.45
13.72,222.36,-46.88,63.12
13.74,222.22,-45.83,63.24
13.75,222.09,-44.79,73.77
13.77,221.94,-43.74,73.78
13.79,221.80,-42.69,63.43
13.80,221.65,-41.65,74.26
13.82,221.50,-40.60,74.29
13.84,221.35,-39.55,63.99
