# Time,X,Y,Speed,TargetSpeed
16.88,43.96,-40.99,39.47,40.0
16.9,44.64,-40.88,39.49,40.0
16.91,45.28,-40.75,40.2,40.0
16.93,45.95,-40.65,39.38,40.0
16.95,46.6,-40.58,39.25,40.0
16.97,47.28,-40.5,39.27,40.0
16.98,47.93,-40.45,39.35,40.0
17.0,48.62,-40.38,39.16,40.0
17.02,49.28,-40.35,39.33,40.0
17.03,49.97,-40.35,39.96,40.0
17.05,50.62,-40.35,39.82,40.0
17.07,51.33,-40.35,39.52,40.0
17.08,51.98,-40.36,39.95,40.0
17.1,52.67,-40.4,39.95,40.0
17.12,53.33,-40.48,39.61,40.0
17.14,54.02,-40.55,39.68,40.0
17.15,54.68,-40.61,39.96,40.0
17.17,55.38,-40.69,39.89,40.0
17.19,56.03,-40.78,39.99,40.0
17.2,56.68,-40.9,40.28,40.0
17.22,57.34,-41.02,38.78,40.0
17.24,57.98,-41.13,38.98,40.0
17.25,58.64,-41.27,38.91,40.0
17.27,59.28,-41.42,39.02,40.0
17.29,59.92,-41.61,39.05,40.0
17.31,60.55,-41.79,38.87,40.0
17.32,61.2,-41.97,39.12,40.0
17.34,61.84,-42.19,39.32,40.0
17.36,62.5,-42.41,39.74,40.0
17.37,63.12,-42.59,40.12,40.0
17.39,63.79,-42.79,39.5,40.0
17.41,64.4,-42.98,39.63,40.0
17.42,65.05,-43.2,39.38,40.0
17.44,65.67,-43.43,39.13,40.0
17.46,66.33,-43.67,39.46,40.0
17.48,66.94,-43.9,39.95,40.0
17.49,67.6,-44.15,39.87,40.0
17.51,68.21,-44.4,39.88,40.0
17.53,68.85,-44.64,40.12,40.0
17.54,69.45,-44.88,39.66,40.0
17.56,70.1,-45.15,39.31,40.0
17.58,70.7,-45.4,39.56,40.0
17.59,71.35,-45.66,39.56,40.0
17.61,71.96,-45.9,39.66,40.0
17.63,72.61,-46.17,39.94,40.0
17.65,73.22,-46.42,40.21,40.0
17.66,73.81,-46.65,40.2,40.0
17.68,74.42,-46.92,37.95,40.0
17.7,74.99,-47.18,38.29,40.0
17.71,75.61,-47.46,38.2,40.0
17.73,76.18,-47.72,38.31,40.0
17.75,76.8,-47.99,38.24,40.0
17.76,77.38,-48.25,38.25,40.0
17.78,78.01,-48.54,38.72,40.0
17.8,78.6,-48.8,39.19,40.0
17.82,79.23,-49.09,39.26,40.0
17.83,79.85,-49.36,39.33,40.0
17.85,80.43,-49.62,40.29,40.0
17.87,81.04,-49.91,38.49,40.0
17.88,81.62,-50.18,38.53,40.0
17.9,82.24,-50.46,38.6,40.0
17.92,82.81,-50.74,38.75,40.0
17.93,83.44,-51.03,38.87,40.0
17.95,84.02,-51.32,39.0,40.0
17.97,84.65,-51.63,39.46,40.0
17.99,85.24,-51.92,39.9,40.0
18.0,85.87,-52.23,39.89,40.0
18.02,86.46,-52.52,39.88,40.0
18.04,87.09,-52.83,40.02,40.0
18.05,87.68,-53.13,40.17,40.0
18.07,88.26,-53.42,40.15,40.0
18.09,88.86,-53.72,38.48,40.0
18.1,89.43,-54.02,38.86,40.0
18.12,90.04,-54.31,38.64,40.0
18.14,90.61,-54.6,38.86,40.0
18.16,91.22,-54.91,38.71,40.0
18.17,91.8,-55.2,38.89,40.0
18.19,92.43,-55.51,39.24,40.0
18.21,93.01,-55.81,39.61,40.0
18.22,93.63,-56.14,39.83,40.0
18.24,94.21,-56.45,39.89,40.0
18.26,94.84,-56.77,39.93,40.0
18.27,95.42,-57.07,40.09,40.0
18.29,96.04,-57.39,40.05,40.0
18.31,96.61,-57.69,39.7,40.0
18.33,97.22,-58.01,39.33,40.0
18.34,97.8,-58.3,39.33,40.0
18.36,98.42,-58.63,39.45,40.0
18.38,99.0,-58.93,39.58,40.0
18.39,99.62,-59.25,39.69,40.0
18.41,100.2,-59.57,39.78,40.0
18.43,100.8,-59.88,40.23,40.0
18.44,101.38,-60.19,39.38,40.0
18.46,101.99,-60.51,39.26,40.0
18.48,102.56,-60.81,39.72,40.0
18.5,103.17,-61.13,39.04,40.0
18.51,103.75,-61.44,39.09,40.0
18.53,104.37,-61.77,39.5,40.0
18.55,104.94,-62.08,39.93,40.0
18.56,105.56,-62.41,39.93,40.0
18.58,106.14,-62.72,39.93,40.0
18.6,106.76,-63.05,39.94,40.0
18.61,107.34,-63.36,39.95,40.0
18.63,107.97,-63.69,40.02,40.0
18.65,108.55,-64.0,40.1,40.0
18.67,109.16,-64.33,40.1,40.0
18.68,109.73,-64.63,39.76,40.0
18.7,110.34,-64.96,39.44,40.0
18.72,110.91,-65.27,39.44,40.0
18.73,111.52,-65.59,39.44,40.0
18.75,112.09,-65.9,39.44,40.0
18.77,112.71,-66.24,39.58,40.0
18.78,113.3,-66.55,39.72,40.0
18.8,113.89,-66.87,40.21,40.0
18.82,114.47,-67.18,39.42,40.0
18.84,115.08,-67.52,39.26,40.0
18.85,115.65,-67.82,39.82,40.0
18.87,116.26,-68.15,39.35,40.0
18.89,116.83,-68.46,39.42,40.0
18.9,117.44,-68.8,39.52,40.0
18.92,118.03,-69.12,39.65,40.0
18.94,118.63,-69.44,40.17,40.0
18.95,119.2,-69.76,39.74,40.0
18.97,119.81,-70.08,39.2,40.0
18.99,120.39,-70.4,39.57,40.0
19.01,121.0,-70.73,39.7,40.0
19.02,121.58,-71.04,39.86,40.0
19.04,122.19,-71.38,39.86,40.0
19.06,122.78,-71.7,39.88,40.0
19.07,123.38,-72.02,40.2,40.0
19.09,123.94,-72.33,39.54,40.0
19.11,124.55,-72.66,38.99,40.0
19.12,125.12,-72.97,39.42,40.0
19.14,125.73,-73.31,39.41,40.0
19.16,126.31,-73.62,39.41,40.0
19.18,126.93,-73.96,39.82,40.0
19.19,127.51,-74.28,40.19,40.0
19.21,128.07,-74.58,40.16,40.0
19.23,128.67,-74.91,38.29,40.0
19.24,129.22,-75.21,38.92,40.0
19.26,129.82,-75.54,38.56,40.0
19.28,130.38,-75.84,38.56,40.0
19.29,130.97,-76.17,38.66,40.0
19.31,131.54,-76.48,38.76,40.0
19.33,132.16,-76.82,39.22,40.0
19.35,132.73,-77.13,39.62,40.0
19.36,133.34,-77.47,39.68,40.0
19.38,133.93,-77.79,39.77,40.0
19.4,134.48,-78.09,40.32,40.0
19.41,135.08,-78.42,38.33,40.0
19.43,135.64,-78.73,38.63,40.0
19.45,136.23,-79.05,38.63,40.0
19.46,136.79,-79.36,38.63,40.0
19.48,137.39,-79.69,38.75,40.0
19.5,137.96,-80.0,38.87,40.0
19.52,138.57,-80.34,39.27,40.0
19.53,139.15,-80.65,39.68,40.0
19.55,139.77,-80.99,39.85,40.0
19.57,140.34,-81.31,40.01,40.0
19.58,140.96,-81.65,40.02,40.0
19.6,141.54,-81.96,40.02,40.0
19.62,142.15,-82.3,40.02,40.0
19.63,142.74,-82.61,39.97,40.0
19.65,143.36,-82.9,40.07,40.0
19.67,143.94,-83.18,39.53,40.0
19.69,144.57,-83.48,39.23,40.0
19.7,145.16,-83.76,39.58,40.0
19.72,145.79,-84.03,39.61,40.0
19.74,146.42,-84.25,39.37,40.0
19.75,147.07,-84.46,39.8,40.0
19.77,147.72,-84.62,39.74,40.0
19.79,148.39,-84.77,39.99,40.0
19.8,149.05,-84.9,39.94,40.0
19.82,149.71,-85.01,39.75,40.0
19.84,150.39,-85.09,39.54,40.0
19.86,151.07,-85.11,39.82,40.0
19.87,151.73,-85.14,40.01,40.0
19.89,152.43,-85.18,39.64,40.0
19.91,153.09,-85.21,39.99,40.0
19.92,153.78,-85.2,39.82,40.0
19.94,154.45,-85.17,39.81,40.0
19.96,155.13,-85.09,40.07,40.0
19.97,155.78,-85.0,39.83,40.0
19.99,156.47,-84.9,39.44,40.0
20.01,157.12,-84.8,39.87,40.0
20.03,157.81,-84.7,39.95,40.0
20.04,158.47,-84.57,39.96,40.0
20.06,159.11,-84.41,40.29,40.0
20.08,159.75,-84.22,39.12,40.0
20.09,160.37,-84.0,38.93,40.0
20.11,160.98,-83.75,38.78,40.0
20.13,161.56,-83.46,38.76,40.0
20.14,162.14,-83.14,38.63,40.0
20.16,162.69,-82.78,38.57,40.0
20.18,163.22,-82.39,38.82,40.0
20.2,163.73,-81.96,38.87,40.0
20.21,164.21,-81.5,39.04,40.0
20.23,164.68,-81.01,39.09,40.0
20.25,165.12,-80.52,39.29,40.0
20.26,165.59,-80.01,39.3,40.0
20.28,166.01,-79.49,39.86,40.0
20.3,166.43,-78.97,40.12,40.0
20.31,166.87,-78.45,39.46,40.0
20.33,167.31,-77.94,39.55,40.0
20.35,167.77,-77.46,39.66,40.0
20.37,168.25,-76.97,39.6,40.0
20.38,168.76,-76.53,39.82,40.0
20.4,169.28,-76.1,39.82,40.0
20.42,169.82,-75.71,39.6,40.0
20.43,170.38,-75.34,39.47,40.0
20.45,170.95,-75.0,39.41,40.0
20.47,171.54,-74.64,39.28,40.0
20.48,172.11,-74.29,39.74,40.0
20.5,172.68,-73.91,39.87,40.0
20.52,173.23,-73.52,39.92,40.0
20.54,173.77,-73.11,40.24,40.0
20.55,174.28,-72.67,39.79,40.0
20.57,174.77,-72.22,39.66,40.0
20.59,175.24,-71.73,39.43,40.0
20.6,175.67,-71.24,39.41,40.0
20.62,176.08,-70.71,39.14,40.0
20.64,176.45,-70.16,39.04,40.0
20.65,176.8,-69.59,39.15,40.0
20.67,177.11,-69.0,39.21,40.0
20.69,177.39,-68.39,39.24,40.0
20.71,177.63,-67.76,39.36,40.0
20.72,177.83,-67.11,39.51,40.0
20.74,177.99,-66.46,39.64,40.0
20.76,178.11,-65.79,39.85,40.0
20.77,178.19,-65.12,39.96,40.0
20.79,178.22,-64.43,39.92,40.0
20.81,178.21,-63.76,39.9,40.0
20.82,178.15,-63.08,40.01,40.0
20.84,178.05,-62.41,39.96,40.0
20.86,177.91,-61.74,39.97,40.0
20.88,177.72,-61.09,40.01,40.0
20.89,177.48,-60.45,39.97,40.0
20.91,177.21,-59.83,40.01,40.0
20.93,176.9,-59.23,40.0,40.0
20.94,176.55,-58.65,39.93,40.0
20.96,176.15,-58.09,39.87,40.0
20.98,175.73,-57.57,39.83,40.0
20.99,175.27,-57.07,39.88,40.0
21.01,174.77,-56.61,39.84,40.0
21.03,174.25,-56.18,39.87,40.0
21.05,173.7,-55.79,39.76,40.0
21.06,173.12,-55.44,39.77,40.0
21.08,172.53,-55.09,39.81,40.0
