time,x,y,v
17.68,174.88,15.79,58.67
17.70,174.53,16.55,50.34
17.71,174.15,17.30,58.45
17.73,173.73,18.02,58.40
17.75,173.27,18.72,49.79
17.76,172.77,19.38,49.74
17.78,172.24,20.02,57.80
17.80,171.69,20.63,49.36
17.82,171.09,21.20,49.26
17.83,170.47,21.74,57.48
17.85,169.83,22.24,57.26
17.87,169.15,22.70,48.92
17.88,168.45,23.13,57.14
17.90,167.74,23.51,57.02
17.92,167.00,23.84,48.64
17.93,166.24,24.14,48.53
17.95,165.47,24.39,56.58
17.97,164.69,24.59,48.27
17.99,163.91,24.74,48.08
18.00,163.11,24.85,56.04
18.02,162.31,24.92,56.03
18.04,161.52,24.93,47.87
18.05,160.72,24.90,55.66
18.07,159.93,24.82,55.64
18.09,159.14,24.70,47.47
18.10,158.37,24.52,47.47
18.12,157.61,24.31,55.13
18.14,156.87,24.05,47.24
18.16,156.14,23.74,47.27
18.17,155.43,23.41,55.55
18.19,154.71,23.08,55.37
18.21,153.99,22.75,47.91
18.22,153.25,22.43,55.30
18.24,152.54,22.12,55.62
18.26,151.79,21.79,47.25
18.27,151.09,21.48,47.69
18.29,150.33,21.16,55.28
18.31,149.62,20.85,48.07
18.33,148.87,20.52,47.89
18.34,148.14,20.22,56.22
18.36,147.38,19.94,56.03
18.38,146.61,19.70,48.27
18.39,145.84,19.47,55.87
18.41,145.06,19.29,55.83
18.43,144.27,19.15,47.56
18.44,143.49,19.06,47.56
18.46,142.69,18.99,55.00
18.48,141.91,18.97,47.28
18.50,141.11,18.99,46.87
18.51,140.34,19.06,55.12
18.53,139.55,19.17,54.91
18.55,138.80,19.31,47.45
18.56,138.01,19.45,54.90
18.58,137.24,19.57,55.37
18.60,136.45,19.70,47.04
18.61,135.69,19.83,47.45
18.63,134.89,19.96,54.63
18.65,134.13,20.09,47.43
18.67,133.32,20.22,47.02
18.68,132.57,20.34,55.75
18.70,131.76,20.48,55.34
18.72,131.00,20.60,48.37
18.73,130.19,20.74,55.73
18.75,129.42,20.86,56.36
18.77,128.61,21.00,47.73
18.78,127.84,21.12,48.24
18.80,127.02,21.26,55.83
18.82,126.25,21.39,48.65
18.84,125.43,21.52,48.14
18.85,124.65,21.65,57.16
18.87,123.82,21.78,56.77
18.89,123.05,21.91,49.37
18.90,122.22,22.05,56.98
18.92,121.44,22.18,57.59
18.94,120.61,22.32,48.76
18.95,119.82,22.45,49.35
18.97,118.99,22.59,56.98
18.99,118.20,22.72,49.49
19.01,117.36,22.85,49.07
19.02,116.57,22.99,58.30
19.04,115.73,23.13,57.80
19.06,114.94,23.26,50.37
19.07,114.09,23.40,58.07
19.09,113.30,23.53,58.69
19.11,112.45,23.67,49.57
19.12,111.65,23.80,50.18
19.14,110.80,23.95,57.97
19.16,110.00,24.08,50.39
19.18,109.15,24.22,49.86
19.19,108.34,24.35,59.18
19.21,107.49,24.50,58.79
19.23,106.69,24.63,51.10
19.24,105.83,24.77,58.90
19.26,105.02,24.91,59.51
19.28,104.16,25.05,50.39
19.29,103.35,25.19,50.90
19.31,102.49,25.33,58.79
19.33,101.67,25.46,51.08
19.35,100.81,25.61,50.78
19.36,99.99,25.74,60.11
19.38,99.13,25.89,59.69
19.40,98.30,26.03,51.90
19.41,97.43,26.17,60.01
19.43,96.61,26.31,60.40
19.45,95.74,26.45,51.19
19.46,94.91,26.59,51.80
19.48,94.04,26.73,59.83
19.50,93.21,26.87,51.90
19.52,92.33,27.02,51.61
19.53,91.50,27.16,61.04
19.55,90.62,27.30,60.63
19.57,89.78,27.44,52.72
19.58,88.90,27.59,60.81
19.60,88.06,27.73,61.32
19.62,87.18,27.88,51.98
19.63,86.34,28.01,52.49
19.65,85.45,28.16,60.80
19.67,84.61,28.30,52.82
19.69,83.72,28.45,52.41
19.70,82.87,28.59,62.14
19.72,81.98,28.74,61.63
19.74,81.13,28.88,53.53
19.75,80.23,29.03,61.73
19.77,79.39,29.17,62.34
19.79,78.49,29.32,52.71
19.80,77.64,29.46,53.43
19.82,76.73,29.61,61.53
19.84,75.88,29.75,53.53
19.86,74.97,29.91,53.02
19.87,74.12,30.05,62.85
19.89,73.21,30.20,62.34
19.91,72.35,30.34,54.43
19.92,71.44,30.49,62.64
19.94,70.58,30.64,63.15
19.96,69.66,30.79,53.63
19.97,68.80,30.93,54.12
19.99,67.89,31.08,62.46
20.01,67.01,31.23,54.35
20.03,66.10,31.38,53.94
20.04,65.23,31.53,63.69
20.06,64.31,31.68,63.38
20.08,63.44,31.82,55.06
20.09,62.52,31.98,63.56
20.11,61.64,32.12,64.18
20.13,60.72,32.28,54.42
20.14,59.84,32.42,54.94
20.16,58.91,32.58,63.46
20.18,58.03,32.72,55.06
20.20,57.10,32.88,54.65
20.21,56.22,33.03,64.58
20.23,55.29,33.18,64.17
20.25,54.40,33.33,55.85
20.26,53.47,33.48,64.45
20.28,52.58,33.63,64.86
20.30,51.64,33.79,55.14
20.31,50.75,33.93,55.65
20.33,49.82,34.09,64.40
20.35,48.92,34.24,55.70
20.37,47.98,34.40,55.57
20.38,47.08,34.56,65.19
20.40,46.17,34.76,64.85
20.42,45.27,35.00,55.82
20.43,44.37,35.26,65.02
20.45,43.50,35.56,64.88
20.47,42.64,35.90,55.23
20.48,41.80,36.29,55.16
20.50,40.98,36.70,63.88
20.52,40.19,37.15,54.48
20.54,39.42,37.64,54.25
20.55,38.68,38.15,63.13
20.57,37.96,38.71,62.92
20.59,37.28,39.29,53.88
20.60,36.62,39.90,62.45
20.62,36.01,40.55,62.36
20.64,35.43,41.23,53.18
20.65,34.89,41.93,53.04
20.67,34.39,42.66,61.63
20.69,33.93,43.41,52.70
20.71,33.51,44.18,52.55
20.72,33.13,44.97,61.03
20.74,32.80,45.78,60.89
20.76,32.51,46.60,51.99
20.77,32.27,47.43,60.56
20.79,32.07,48.27,60.38
20.81,31.92,49.12,51.70
20.82,31.82,49.98,51.57
20.84,31.76,50.83,59.80
20.86,31.75,51.69,51.07
20.88,31.78,52.54,50.92
20.89,31.85,53.38,59.20
20.91,31.97,54.23,59.01
20.93,32.14,55.05,50.66
20.94,32.34,55.87,58.90
20.96,32.60,56.66,59.04
20.98,32.86,57.47,50.50
20.99,33.12,58.27,50.72
21.01,33.38,59.08,59.04
21.03,33.65,59.87,50.79
21.05,33.92,60.68,50.73
21.06,34.18,61.48,59.41
21.08,34.46,62.29,59.39
21.10,34.70,63.10,51.10
21.11,34.93,63.92,59.27
21.13,35.12,64.75,59.35
21.15,35.27,65.59,50.63
21.16,35.38,66.42,50.61
21.18,35.45,67.27,58.51
21.20,35.48,68.10,50.22
21.22,35.48,68.95,49.90
21.23,35.43,69.77,58.19
21.25,35.33,70.61,57.92
21.27,35.20,71.42,49.83
21.28,35.02,72.23,57.61
21.30,34.79,73.02,57.68
21.32,34.52,73.81,49.18
21.33,34.21,74.56,49.22
21.35,33.86,75.31,56.97
21.37,33.47,76.02,48.92
21.39,33.03,76.72,48.71
21.40,32.57,77.38,56.74
21.42,32.06,78.02,56.54
21.44,31.52,78.62,48.49
21.45,30.95,79.19,56.24
21.47,30.35,79.73,56.24
21.49,29.72,80.23,48.08
21.50,29.07,80.69,47.97
21.52,28.38,81.11,55.83
21.54,27.68,81.49,47.81
21.56,26.96,81.83,47.68
21.57,26.22,82.12,55.45
21.59,25.47,82.37,55.36
21.61,24.70,82.57,47.29
21.62,23.93,82.73,55.19
21.64,23.15,82.84,55.04
21.66,22.37,82.90,47.05
21.67,21.58,82.91,46.96
21.69,20.80,82.88,54.72
21.71,20.03,82.80,46.73
21.73,19.26,82.68,46.68
21.74,18.50,82.51,54.35
21.76,17.75,82.29,54.29
21.78,17.02,82.03,46.33
21.79,16.31,81.73,53.94
21.81,15.62,81.38,53.93
21.83,14.96,81.00,46.26
21.84,14.32,80.57,38.52
21.86,13.69,80.12,30.90
